id,bairro,quartos,preco_noite,avaliacao,ocupacao_pct
69820,Ipanema,4,1920,3.58,45.24
69821,Lapa,2,1675,4.1,20.75
69822,Lapa,2,333,2.79,58.68
69823,Copacabana,1,233,3.13,67.68
69824,Botafogo,5,886,4.41,68.95
69825,Leblon,2,261,2.9,24.15
69826,Leblon,5,1065,4.64,42.99
69827,Ipanema,5,1017,3.44,29.15
69828,Flamengo,4,162,4.97,61.69
69829,Copacabana,5,327,3.55,74.22
69830,Flamengo,3,860,2.96,49.59
69831,Botafogo,3,611,3.88,50.03
69832,Leblon,2,1818,2.64,71.96
69833,Ipanema,5,313,3.81,53.89
69834,Copacabana,2,343,3.94,22.44
69835,Botafogo,1,1319,4.71,50.05
69836,Flamengo,5,1824,3.11,85.25
69837,Ipanema,1,1964,3.65,44.77
69838,Ipanema,3,1626,3.88,20.9
69839,Barra da Tijuca,2,1422,3.27,56.09
69840,Flamengo,1,1900,3.09,67.35
69841,Copacabana,5,1194,2.59,39.28
69842,Copacabana,4,484,4.29,71.28
69843,Copacabana,2,1512,3.82,52.76
69844,Copacabana,2,523,4.05,48.0
69845,Botafogo,2,681,2.94,56.09
69846,Copacabana,1,469,3.02,29.07
69847,Copacabana,2,905,4.39,87.21
69848,Copacabana,4,1293,4.42,52.78
69849,Barra da Tijuca,1,827,4.82,94.93
69850,Botafogo,3,1842,3.36,83.37
69851,Leblon,2,1699,4.03,51.1
69852,Ipanema,3,1765,3.35,94.54
69853,Lapa,3,913,3.88,43.33
69854,Flamengo,2,1445,4.22,31.39
69855,Barra da Tijuca,3,316,4.79,64.59
69856,Ipanema,4,1048,4.64,33.31
69857,Botafogo,4,1119,4.18,29.24
69858,Flamengo,5,365,2.55,71.75
69859,Copacabana,3,1328,2.68,83.04
69860,Botafogo,4,1076,2.61,50.59
69861,Barra da Tijuca,5,167,4.62,96.4
69862,Barra da Tijuca,1,982,2.74,22.48
69863,Leblon,3,591,4.97,25.4
69864,Lapa,3,1572,3.28,54.43
69865,Leblon,2,1133,4.66,29.21
69866,Copacabana,5,461,4.01,42.29
69867,Botafogo,1,819,4.67,39.54
69868,Botafogo,4,1158,3.64,44.54
69869,Copacabana,5,262,4.96,44.12
69870,Copacabana,2,1560,3.61,47.48
69871,Lapa,5,1151,2.89,38.29
69872,Leblon,3,1221,4.16,92.5
69873,Copacabana,3,1411,2.71,80.35
69874,Copacabana,4,1055,3.51,49.67
69875,Leblon,3,1137,4.85,24.42
69876,Copacabana,4,617,3.69,25.67
69877,Flamengo,3,1655,3.67,22.76
69878,Lapa,5,643,4.31,98.88
69879,Lapa,4,883,4.64,27.32
69880,Barra da Tijuca,5,272,3.2,45.95
69881,Leblon,1,827,4.08,24.81
69882,Barra da Tijuca,5,992,2.69,46.99
69883,Ipanema,1,593,3.46,43.96
69884,Lapa,2,1343,3.57,32.24
69885,Botafogo,5,482,2.55,49.05
69886,Botafogo,3,1542,4.54,54.36
69887,Ipanema,3,717,4.9,61.47
69888,Lapa,5,291,3.85,63.51
69889,Barra da Tijuca,5,1618,4.55,42.62
69890,Copacabana,1,1711,3.41,57.32
69891,Flamengo,3,493,3.3,51.53
69892,Ipanema,2,1772,3.84,78.68
69893,Copacabana,2,337,4.52,23.97
69894,Flamengo,5,396,3.54,32.08
69895,Botafogo,1,783,3.6,26.9
69896,Flamengo,4,1527,2.66,78.43
69897,Ipanema,3,1103,3.46,80.01
69898,Lapa,3,1728,2.52,94.43
69899,Botafogo,2,1179,4.43,67.26
69900,Lapa,2,1308,4.92,75.55
69901,Copacabana,2,713,2.88,31.87
69902,Lapa,5,1252,4.32,72.98
69903,Flamengo,4,1157,3.54,82.3
69904,Ipanema,4,1383,4.45,96.03
69905,Copacabana,2,380,4.84,91.17
69906,Ipanema,5,430,2.82,85.31
69907,Flamengo,1,1414,3.24,34.33
69908,Copacabana,5,1543,3.27,37.51
69909,Barra da Tijuca,3,1510,2.76,50.55
69910,Barra da Tijuca,3,717,4.16,86.54
69911,Ipanema,2,1544,4.92,75.73
69912,Botafogo,4,565,2.7,38.25
69913,Barra da Tijuca,4,1518,4.13,52.27
69914,Ipanema,3,623,3.68,39.35
69915,Botafogo,3,1101,4.01,66.27
69916,Flamengo,2,770,4.56,89.14
69917,Leblon,4,490,3.17,74.55
69918,Lapa,3,219,2.69,64.08
69919,Barra da Tijuca,2,956,3.71,76.26
69920,Copacabana,1,1500,2.99,25.54
69921,Lapa,5,230,3.33,79.48
69922,Flamengo,1,325,3.57,87.28
69923,Botafogo,1,541,4.62,21.03
69924,Barra da Tijuca,3,541,4.11,93.49
69925,Botafogo,4,779,3.34,42.24
69926,Botafogo,3,1438,2.71,80.33
69927,Ipanema,1,672,4.89,45.22
69928,Lapa,5,1308,2.5,94.21
69929,Barra da Tijuca,1,559,4.23,48.73
69930,Botafogo,3,332,2.51,91.07
69931,Leblon,2,689,3.73,91.73
69932,Flamengo,3,1527,2.86,89.13
69933,Botafogo,3,1918,2.61,97.81
69934,Barra da Tijuca,3,393,4.48,82.3
69935,Lapa,4,679,3.49,31.95
69936,Botafogo,2,199,3.08,33.57
69937,Botafogo,4,727,3.25,98.57
69938,Copacabana,5,1550,4.22,63.27
69939,Botafogo,4,901,3.06,68.56
69940,Lapa,1,544,4.54,24.58
69941,Flamengo,1,847,4.7,27.51
69942,Copacabana,5,1668,3.42,81.86
69943,Copacabana,1,1030,4.13,49.92
69944,Botafogo,1,192,3.49,53.43
69945,Botafogo,5,419,2.65,52.07
69946,Leblon,3,1146,4.64,58.39
69947,Barra da Tijuca,5,953,4.75,39.46
69948,Barra da Tijuca,5,1551,3.82,83.15
69949,Lapa,2,1450,2.87,42.66
69950,Flamengo,2,1649,2.93,66.74
69951,Barra da Tijuca,4,1417,2.51,85.36
69952,Lapa,5,275,4.11,65.44
69953,Ipanema,2,1192,3.17,78.27
69954,Flamengo,1,581,2.9,92.06
69955,Ipanema,4,1313,3.14,96.43
69956,Lapa,5,620,2.53,20.11
69957,Botafogo,5,223,3.6,55.05
69958,Copacabana,4,185,4.37,86.27
69959,Leblon,1,101,4.78,61.39
69960,Botafogo,5,1851,3.12,59.14
69961,Flamengo,5,495,4.94,37.22
69962,Flamengo,1,104,4.98,85.2
69963,Copacabana,4,978,3.65,22.67
69964,Flamengo,1,997,4.17,22.3
69965,Lapa,4,1179,3.62,39.64
69966,Barra da Tijuca,1,723,2.53,87.19
69967,Flamengo,2,697,2.92,29.33
69968,Botafogo,3,1500,2.81,96.64
69969,Flamengo,5,823,2.68,57.13
69970,Leblon,5,451,3.94,93.7
69971,Barra da Tijuca,5,1773,4.46,88.77
69972,Flamengo,4,548,2.95,24.24
69973,Barra da Tijuca,3,324,3.9,97.52
69974,Ipanema,2,642,3.83,91.5
69975,Copacabana,3,1235,3.75,44.9
69976,Botafogo,2,1793,2.85,43.69
69977,Leblon,5,1389,2.67,83.85
69978,Botafogo,4,1405,2.73,24.97
69979,Lapa,3,1486,4.75,88.88
69980,Copacabana,1,565,2.89,20.09
69981,Lapa,4,716,2.87,65.8
69982,Flamengo,3,1761,2.85,47.09
69983,Lapa,1,1676,3.49,84.92
69984,Flamengo,5,1158,3.33,53.38
69985,Ipanema,4,290,2.53,81.79
69986,Lapa,3,1327,3.63,26.88
69987,Leblon,5,1900,4.2,30.89
69988,Copacabana,2,1542,3.46,80.88
69989,Ipanema,5,535,4.17,46.17
69990,Barra da Tijuca,3,505,3.19,29.83
69991,Botafogo,5,256,4.14,45.28
69992,Lapa,3,103,3.43,44.84
69993,Botafogo,4,677,3.22,66.81
69994,Ipanema,3,425,3.66,81.45
69995,Botafogo,4,845,4.66,25.73
69996,Leblon,3,157,3.56,91.03
69997,Ipanema,5,1622,3.76,94.53
69998,Copacabana,1,1304,3.47,97.61
69999,Copacabana,3,343,3.61,24.28
70000,Barra da Tijuca,5,645,4.51,72.98
70001,Copacabana,2,1276,4.53,29.99
70002,Copacabana,4,1695,4.79,32.31
70003,Ipanema,2,1318,4.08,74.95
70004,Ipanema,5,1645,2.5,31.42
70005,Flamengo,4,851,4.51,41.33
70006,Ipanema,5,1856,4.93,31.64
70007,Lapa,3,254,3.33,71.89
70008,Flamengo,4,396,4.17,91.28
70009,Ipanema,2,1465,3.18,92.67
70010,Ipanema,2,641,3.36,40.9
70011,Barra da Tijuca,2,1316,4.0,22.49
70012,Ipanema,3,775,4.5,39.29
70013,Copacabana,1,1023,3.81,85.94
70014,Leblon,2,711,2.93,63.83
70015,Copacabana,5,1198,4.64,30.48
70016,Flamengo,5,308,4.9,71.85
70017,Barra da Tijuca,1,143,4.46,64.32
70018,Leblon,4,391,4.7,31.62
70019,Barra da Tijuca,2,1123,2.6,75.63
70020,Leblon,4,796,3.63,90.66
70021,Barra da Tijuca,2,995,2.89,79.86
70022,Leblon,4,1838,4.05,57.15
70023,Barra da Tijuca,2,1188,4.3,27.69
70024,Flamengo,1,412,3.54,80.22
70025,Flamengo,3,162,4.32,21.23
70026,Copacabana,2,1557,4.82,59.63
70027,Lapa,5,1777,4.71,81.91
70028,Barra da Tijuca,2,1187,3.47,30.3
70029,Botafogo,5,1106,3.81,78.18
70030,Lapa,2,457,3.32,25.15
70031,Copacabana,1,291,2.59,40.17
70032,Leblon,2,1303,3.75,31.31
70033,Botafogo,3,436,3.95,23.3
70034,Lapa,4,1691,2.77,90.33
70035,Barra da Tijuca,5,410,3.87,31.18
70036,Flamengo,4,831,4.87,63.47
70037,Barra da Tijuca,5,418,4.77,40.33
70038,Flamengo,3,819,4.36,71.46
70039,Ipanema,1,1228,3.77,57.38
70040,Flamengo,1,1881,4.23,30.2
70041,Lapa,5,1592,2.53,79.37
70042,Copacabana,2,115,2.53,31.99
70043,Botafogo,3,798,3.17,54.98
70044,Ipanema,3,1412,4.91,54.06
70045,Barra da Tijuca,3,332,3.79,88.48
70046,Flamengo,4,1595,3.13,46.85
70047,Flamengo,4,1332,3.86,34.23
70048,Barra da Tijuca,3,1238,3.1,25.92
70049,Botafogo,3,1474,4.7,87.37
70050,Botafogo,4,206,2.82,51.81
70051,Barra da Tijuca,5,1165,2.82,53.86
70052,Lapa,4,234,2.97,27.03
70053,Flamengo,2,598,4.34,93.48
70054,Leblon,3,263,4.59,46.02
70055,Flamengo,5,191,2.57,97.11
70056,Lapa,5,1751,4.64,71.29
70057,Ipanema,4,116,2.63,55.68
70058,Copacabana,5,1521,4.49,36.15
70059,Flamengo,1,1712,3.46,34.92
70060,Lapa,4,1915,4.35,29.19
70061,Leblon,4,1094,2.79,66.43
70062,Leblon,4,254,4.6,84.89
70063,Lapa,2,1708,3.9,52.27
70064,Ipanema,1,1573,2.51,83.06
70065,Leblon,5,1264,4.22,97.69
70066,Leblon,3,119,4.79,28.01
70067,Flamengo,1,610,3.55,52.4
70068,Flamengo,4,1194,2.68,83.38
70069,Barra da Tijuca,3,1517,2.63,47.75
70070,Ipanema,4,1835,3.42,63.48
70071,Ipanema,2,1863,4.84,93.6
70072,Ipanema,4,900,3.84,62.88
70073,Barra da Tijuca,1,1698,4.56,37.46
70074,Ipanema,2,689,4.94,46.14
70075,Lapa,4,1331,4.57,89.43
70076,Lapa,1,1683,3.05,99.05
70077,Botafogo,5,592,2.71,58.02
70078,Barra da Tijuca,4,891,3.24,32.86
70079,Botafogo,2,770,4.42,37.84
70080,Barra da Tijuca,5,1258,3.69,90.44
70081,Botafogo,4,1394,4.26,87.49
70082,Leblon,5,1038,2.95,94.16
70083,Ipanema,3,1892,4.88,83.54
70084,Lapa,3,1044,4.07,32.86
70085,Lapa,2,1191,4.07,41.81
70086,Ipanema,4,108,4.92,39.77
70087,Botafogo,1,1811,2.77,84.74
70088,Flamengo,5,337,3.82,93.12
70089,Barra da Tijuca,1,1345,4.68,41.87
70090,Leblon,2,1838,3.3,44.86
70091,Lapa,5,669,2.84,42.17
70092,Copacabana,4,997,4.19,90.12
70093,Leblon,4,1950,4.14,98.71
70094,Leblon,1,313,2.58,65.16
70095,Botafogo,1,1081,4.62,23.68
70096,Ipanema,2,686,4.85,23.8
70097,Barra da Tijuca,2,413,4.95,79.26
70098,Barra da Tijuca,5,678,4.66,82.16
70099,Copacabana,3,939,2.54,31.85
70100,Botafogo,4,447,4.37,35.23
70101,Ipanema,5,1807,3.0,86.15
70102,Barra da Tijuca,3,448,4.21,27.95
70103,Copacabana,4,154,3.35,64.56
70104,Flamengo,1,438,4.45,68.43
70105,Flamengo,5,1400,4.15,86.12
70106,Lapa,2,458,2.52,32.3
70107,Copacabana,2,466,3.52,20.92
70108,Botafogo,5,1225,2.94,40.67
70109,Copacabana,4,1999,2.79,96.33
70110,Copacabana,1,1863,3.35,27.42
70111,Copacabana,5,1036,4.27,88.41
70112,Lapa,3,981,3.09,88.38
70113,Flamengo,1,1290,2.8,94.28
70114,Flamengo,2,1212,2.83,68.5
70115,Ipanema,1,370,3.76,85.94
70116,Copacabana,4,1702,4.93,76.37
70117,Barra da Tijuca,4,255,3.58,82.06
70118,Leblon,1,814,4.75,28.5
70119,Barra da Tijuca,2,865,4.32,85.38
70120,Botafogo,1,943,3.3,32.71
70121,Leblon,2,771,4.12,88.49
70122,Barra da Tijuca,5,537,2.51,78.91
70123,Ipanema,4,1007,4.8,97.07
70124,Botafogo,1,489,3.37,47.11
70125,Ipanema,1,1020,3.86,71.14
70126,Barra da Tijuca,2,1987,3.19,85.64
70127,Botafogo,3,1506,2.54,20.4
70128,Flamengo,2,829,3.26,97.27
70129,Flamengo,3,1949,3.42,32.38
70130,Leblon,1,1875,3.93,72.99
70131,Leblon,4,1210,3.16,48.31
70132,Barra da Tijuca,5,323,3.78,73.89
70133,Lapa,4,155,4.59,54.59
70134,Barra da Tijuca,4,329,3.83,44.23
70135,Barra da Tijuca,5,1701,3.5,48.44
70136,Barra da Tijuca,1,1873,3.02,88.37
70137,Ipanema,2,1041,3.68,47.25
70138,Leblon,4,1753,4.29,81.0
70139,Botafogo,2,158,4.32,86.92
70140,Copacabana,4,1129,2.7,34.73
70141,Barra da Tijuca,1,386,3.4,96.97
70142,Copacabana,2,764,3.24,76.7
70143,Copacabana,5,138,3.36,36.63
70144,Lapa,1,1096,4.07,95.11
70145,Barra da Tijuca,5,446,2.74,57.34
70146,Leblon,4,1693,4.96,74.35
70147,Ipanema,4,553,2.85,94.13
70148,Ipanema,5,1755,4.22,89.21
70149,Barra da Tijuca,4,1860,2.51,47.6
70150,Barra da Tijuca,4,505,2.83,82.1
70151,Lapa,5,457,3.84,79.86
70152,Botafogo,2,906,4.23,25.88
70153,Flamengo,2,1342,4.19,67.33
70154,Barra da Tijuca,1,867,3.06,41.58
70155,Leblon,5,634,3.69,82.03
70156,Leblon,1,525,3.69,89.67
70157,Botafogo,3,566,4.35,32.65
70158,Botafogo,4,814,3.32,82.07
70159,Leblon,5,822,4.1,91.99
70160,Leblon,3,1621,4.58,29.68
70161,Copacabana,5,1674,3.43,92.91
70162,Barra da Tijuca,5,507,4.59,96.7
70163,Barra da Tijuca,4,1271,4.96,81.38
70164,Barra da Tijuca,5,1803,3.57,42.4
70165,Ipanema,3,491,4.64,81.74
70166,Copacabana,3,1688,4.06,89.22
70167,Copacabana,2,878,4.36,49.11
70168,Ipanema,4,1695,4.85,96.36
70169,Lapa,5,363,3.38,41.5
70170,Flamengo,1,344,4.74,91.64
70171,Lapa,1,1223,4.08,57.13
70172,Lapa,4,986,4.04,51.44
70173,Lapa,5,220,2.87,61.72
70174,Botafogo,4,560,2.74,98.82
70175,Copacabana,4,740,4.82,95.57
70176,Botafogo,2,1233,3.53,23.35
70177,Barra da Tijuca,2,1547,4.68,53.07
70178,Botafogo,1,1347,3.35,57.91
70179,Ipanema,1,1470,4.46,93.15
70180,Lapa,3,684,3.57,95.59
70181,Leblon,3,298,3.79,43.63
70182,Lapa,2,1624,4.86,96.82
70183,Copacabana,3,1873,2.8,95.62
70184,Botafogo,4,937,3.4,37.19
70185,Copacabana,3,1104,4.88,67.8
70186,Botafogo,3,1844,4.44,54.92
70187,Botafogo,4,908,3.86,76.26
70188,Botafogo,2,1424,3.6,36.04
70189,Leblon,1,496,2.93,32.65
70190,Barra da Tijuca,2,277,4.07,88.11
70191,Lapa,1,1149,4.83,57.48
70192,Botafogo,4,1196,3.46,23.65
70193,Ipanema,2,1025,4.38,40.79
70194,Flamengo,1,195,3.59,38.6
70195,Flamengo,5,1105,4.74,59.27
70196,Botafogo,2,1335,2.59,52.65
70197,Lapa,3,1906,2.79,63.6
70198,Lapa,1,416,3.16,72.35
70199,Barra da Tijuca,5,454,4.91,88.98
70200,Barra da Tijuca,1,819,3.6,53.13
70201,Leblon,2,401,4.79,79.84
70202,Botafogo,5,581,4.26,35.62
70203,Ipanema,3,286,2.98,44.36
70204,Leblon,5,1098,4.47,69.56
70205,Leblon,1,1815,2.54,68.15
70206,Botafogo,5,974,4.68,59.96
70207,Botafogo,1,1760,3.9,91.29
70208,Leblon,4,1885,4.05,63.21
70209,Leblon,1,145,4.48,27.62
70210,Leblon,3,812,4.32,98.02
70211,Copacabana,1,508,4.24,96.97
70212,Leblon,2,228,4.33,56.19
70213,Lapa,2,950,2.75,44.7
70214,Flamengo,3,1328,2.78,85.16
70215,Ipanema,3,366,4.61,57.11
70216,Ipanema,4,1426,4.56,77.27
70217,Flamengo,2,615,2.75,39.0
70218,Botafogo,2,907,4.03,71.65
70219,Barra da Tijuca,5,495,4.21,86.05
70220,Leblon,2,603,3.65,65.06
70221,Ipanema,2,1914,4.78,48.25
70222,Ipanema,5,1960,3.26,50.04
70223,Lapa,4,326,3.61,66.78
70224,Lapa,3,442,3.28,36.01
70225,Copacabana,4,1628,4.75,38.24
70226,Flamengo,3,242,3.35,42.67
70227,Copacabana,3,1640,4.95,54.25
70228,Ipanema,5,617,2.98,60.18
70229,Botafogo,3,1377,2.53,73.72
70230,Ipanema,1,1649,2.79,61.67
70231,Botafogo,1,1455,4.67,89.34
70232,Barra da Tijuca,1,1950,3.43,51.11
70233,Ipanema,1,1618,4.79,61.4
70234,Lapa,5,923,3.77,26.56
70235,Leblon,5,909,4.51,48.83
70236,Ipanema,1,1578,3.16,24.85
70237,Copacabana,2,1208,4.79,46.94
70238,Barra da Tijuca,3,976,3.45,45.59
70239,Barra da Tijuca,4,1877,3.62,72.71
70240,Botafogo,1,1132,3.44,46.37
70241,Botafogo,1,1258,4.95,31.14
70242,Ipanema,2,162,2.75,79.22
70243,Botafogo,5,1773,3.61,66.13
70244,Copacabana,2,476,3.84,94.49
70245,Lapa,1,1269,4.39,60.93
70246,Leblon,2,703,2.97,21.8
70247,Leblon,3,1507,2.92,61.48
70248,Botafogo,4,1382,4.69,20.44
70249,Ipanema,2,439,2.83,71.37
70250,Botafogo,1,783,3.39,35.08
70251,Barra da Tijuca,3,1113,4.94,83.37
70252,Copacabana,3,1522,2.93,63.6
70253,Flamengo,2,384,3.77,60.98
70254,Ipanema,1,561,4.85,63.23
70255,Lapa,4,770,2.6,91.37
70256,Copacabana,2,967,2.54,78.93
70257,Lapa,5,1939,3.24,96.38
70258,Ipanema,3,255,4.01,87.73
70259,Lapa,5,1692,3.09,55.96
70260,Copacabana,3,1343,4.2,41.18
70261,Copacabana,2,871,3.65,56.92
70262,Botafogo,3,1618,3.52,29.28
70263,Flamengo,1,1042,3.23,21.14
70264,Ipanema,5,494,4.62,94.47
70265,Leblon,2,1302,3.89,26.69
70266,Barra da Tijuca,1,818,3.09,97.26
70267,Flamengo,1,946,4.79,44.11
70268,Leblon,1,800,3.99,42.23
70269,Lapa,3,989,4.78,22.25
70270,Leblon,1,113,3.08,85.69
70271,Leblon,1,1444,2.98,96.14
70272,Barra da Tijuca,3,505,2.91,60.52
70273,Copacabana,2,1692,4.25,63.84
70274,Copacabana,3,549,4.6,61.8
70275,Copacabana,2,420,2.69,79.65
70276,Leblon,2,1390,4.02,68.64
70277,Lapa,1,1244,3.71,61.66
70278,Ipanema,4,1472,2.78,34.5
70279,Barra da Tijuca,5,1636,4.21,72.93
70280,Botafogo,4,844,3.4,85.38
70281,Lapa,1,497,4.49,61.1
70282,Barra da Tijuca,2,1158,3.71,21.74
70283,Barra da Tijuca,3,1510,4.85,41.13
70284,Copacabana,1,1560,4.74,70.96
70285,Lapa,2,834,4.15,58.54
70286,Ipanema,3,201,2.51,87.52
70287,Flamengo,1,1409,3.97,88.66
70288,Copacabana,2,1158,4.49,82.12
70289,Ipanema,4,921,3.54,47.09
70290,Flamengo,4,1596,3.68,95.06
70291,Botafogo,5,1058,4.26,69.33
70292,Lapa,1,1177,4.28,88.19
70293,Botafogo,2,1258,4.38,42.89
70294,Barra da Tijuca,2,327,4.89,74.23
70295,Leblon,4,588,3.66,92.77
70296,Lapa,3,1287,4.62,54.36
70297,Barra da Tijuca,3,1797,3.34,27.84
70298,Flamengo,3,1832,3.23,90.47
70299,Leblon,3,974,2.88,20.17
70300,Ipanema,2,1395,4.72,66.06
70301,Leblon,4,1133,4.57,86.68
70302,Flamengo,3,1292,4.27,26.01
70303,Flamengo,3,1685,4.41,54.56
70304,Ipanema,5,1427,4.14,20.15
70305,Botafogo,1,554,4.0,68.55
70306,Copacabana,5,1209,4.72,84.16
70307,Botafogo,2,1506,3.97,58.52
70308,Barra da Tijuca,1,560,4.85,48.58
70309,Leblon,1,336,3.43,26.25
70310,Ipanema,3,1961,2.83,93.15
70311,Leblon,1,982,3.0,29.44
70312,Flamengo,2,214,2.92,65.19
70313,Barra da Tijuca,5,763,3.72,79.75
70314,Barra da Tijuca,3,1637,3.99,63.58
70315,Copacabana,4,686,2.82,51.03
70316,Lapa,5,1191,3.3,91.41
70317,Lapa,3,902,4.14,63.85
70318,Lapa,3,780,4.82,93.04
70319,Leblon,1,223,3.13,67.48
70320,Lapa,3,809,2.83,38.26
70321,Ipanema,3,206,3.2,22.53
70322,Copacabana,1,1410,4.26,42.26
70323,Barra da Tijuca,5,1917,4.03,48.38
70324,Flamengo,4,110,2.65,26.38
70325,Botafogo,4,930,4.53,67.36
70326,Flamengo,4,1179,2.7,37.73
70327,Ipanema,2,1154,4.83,94.44
70328,Copacabana,5,565,4.12,57.36
70329,Botafogo,1,1488,2.63,51.33
70330,Lapa,4,1291,4.43,93.49
70331,Botafogo,3,313,3.41,86.29
70332,Barra da Tijuca,3,1524,3.61,29.57
70333,Leblon,3,1361,2.64,87.54
70334,Leblon,3,614,3.5,78.72
70335,Lapa,1,1935,4.01,65.77
70336,Lapa,4,445,2.67,49.23
70337,Ipanema,3,1747,4.09,68.73
70338,Ipanema,5,447,4.99,80.83
70339,Flamengo,5,1710,2.85,35.67
70340,Barra da Tijuca,1,605,4.77,36.41
70341,Leblon,1,720,3.72,82.43
70342,Copacabana,5,1571,3.57,77.91
70343,Ipanema,2,982,4.06,99.74
70344,Copacabana,2,1430,4.94,95.8
70345,Flamengo,4,664,4.22,64.12
70346,Leblon,4,490,3.47,69.09
70347,Ipanema,3,175,4.44,65.48
70348,Copacabana,5,308,4.65,76.36
70349,Flamengo,2,1572,3.73,49.94
70350,Copacabana,1,1983,4.73,53.84
70351,Ipanema,3,208,3.4,89.6
70352,Lapa,4,1012,4.79,83.46
70353,Flamengo,2,274,3.99,90.39
70354,Flamengo,2,1290,2.51,83.99
70355,Botafogo,4,1967,4.95,22.8
70356,Lapa,4,440,3.42,85.27
70357,Flamengo,3,854,3.02,28.37
70358,Botafogo,5,106,4.27,49.24
70359,Copacabana,4,1723,3.57,97.1
70360,Ipanema,5,139,3.36,62.55
70361,Flamengo,2,230,4.83,71.19
70362,Leblon,2,1123,3.64,82.03
70363,Ipanema,5,535,4.06,21.03
70364,Lapa,3,286,4.1,74.39
70365,Botafogo,1,1585,3.85,77.73
70366,Ipanema,5,1946,4.95,71.73
70367,Botafogo,4,726,4.82,95.83
70368,Lapa,2,147,4.02,55.3
70369,Lapa,3,1110,4.76,92.72
70370,Ipanema,2,492,4.82,85.49
70371,Flamengo,1,1808,2.71,67.95
70372,Leblon,3,1442,4.05,60.08
70373,Flamengo,2,1783,4.24,63.95
70374,Barra da Tijuca,5,526,4.47,21.85
70375,Leblon,2,1289,4.2,91.69
70376,Botafogo,2,1228,4.1,43.4
70377,Ipanema,2,477,2.98,91.83
70378,Copacabana,4,295,3.71,58.66
70379,Lapa,4,1912,3.84,31.76
70380,Flamengo,2,1113,3.15,65.33
70381,Botafogo,5,1967,3.5,73.06
70382,Lapa,1,1967,4.48,93.4
70383,Botafogo,3,1714,2.58,58.56
70384,Ipanema,5,1650,3.08,96.13
70385,Botafogo,5,825,3.45,97.78
70386,Botafogo,5,933,4.0,57.78
70387,Barra da Tijuca,3,1242,3.64,87.22
70388,Copacabana,4,923,3.69,95.37
70389,Botafogo,1,989,3.59,56.15
70390,Leblon,2,834,2.68,29.96
70391,Botafogo,2,1220,3.24,66.07
70392,Botafogo,1,349,2.77,89.18
70393,Ipanema,5,356,4.62,59.8
70394,Botafogo,3,1881,4.05,84.01
70395,Barra da Tijuca,5,1894,4.98,65.72
70396,Copacabana,2,849,3.36,86.2
70397,Ipanema,3,1681,4.37,54.08
70398,Barra da Tijuca,5,850,3.6,87.24
70399,Lapa,3,562,4.87,36.35
70400,Leblon,5,693,2.94,53.66
70401,Leblon,1,1669,3.31,87.64
70402,Lapa,3,1672,2.94,22.31
70403,Botafogo,1,193,3.51,21.15
70404,Copacabana,3,1170,3.89,86.88
70405,Copacabana,5,901,3.0,42.05
70406,Copacabana,2,1701,3.92,51.6
70407,Copacabana,3,1296,3.2,51.78
70408,Barra da Tijuca,3,1175,3.35,38.42
70409,Botafogo,2,587,3.29,27.37
70410,Lapa,2,327,3.03,34.07
70411,Barra da Tijuca,2,1505,3.14,97.28
70412,Barra da Tijuca,2,298,2.72,82.28
70413,Lapa,4,839,2.67,96.51
70414,Leblon,1,1541,4.11,97.74
70415,Lapa,5,877,4.64,42.86
70416,Copacabana,2,691,4.48,76.13
70417,Botafogo,4,1377,3.99,44.53
70418,Barra da Tijuca,2,157,4.94,73.27
70419,Ipanema,5,1357,2.67,50.74
70420,Ipanema,4,1310,4.19,28.78
70421,Copacabana,5,1024,2.8,63.63
70422,Flamengo,1,1285,4.85,75.75
70423,Leblon,3,1885,4.66,61.79
70424,Barra da Tijuca,2,131,3.5,67.87
70425,Ipanema,2,1968,2.58,31.03
70426,Flamengo,1,412,2.86,28.53
70427,Copacabana,4,197,4.91,69.92
70428,Barra da Tijuca,4,1194,4.95,60.54
70429,Barra da Tijuca,4,1279,2.57,92.53
70430,Barra da Tijuca,4,1417,3.53,79.4
70431,Botafogo,5,1605,4.28,83.81
70432,Ipanema,1,984,3.12,53.03
70433,Copacabana,4,1197,4.36,62.69
70434,Ipanema,3,236,4.57,71.74
70435,Botafogo,1,1932,4.05,29.66
70436,Lapa,5,370,2.87,71.59
70437,Lapa,3,536,2.64,68.96
70438,Botafogo,4,1002,4.69,84.09
70439,Botafogo,3,1094,4.79,44.39
70440,Lapa,2,1556,3.22,46.75
70441,Botafogo,3,1293,2.81,86.79
70442,Barra da Tijuca,2,1150,2.81,30.06
70443,Botafogo,5,1208,3.32,72.68
70444,Botafogo,5,140,4.01,62.06
70445,Lapa,1,1613,4.72,61.86
70446,Lapa,3,1086,3.56,89.63
70447,Flamengo,4,343,4.81,59.92
70448,Ipanema,2,1452,4.92,63.57
70449,Lapa,1,1576,3.73,43.51
70450,Ipanema,2,1875,3.87,47.74
70451,Barra da Tijuca,2,1680,3.43,39.65
70452,Barra da Tijuca,3,322,3.58,22.3
70453,Lapa,2,1097,3.79,67.55
70454,Leblon,2,1092,4.22,70.15
70455,Ipanema,4,496,4.11,48.66
70456,Botafogo,3,1524,3.15,63.0
70457,Leblon,4,1836,4.9,65.26
70458,Flamengo,1,916,4.44,45.1
70459,Lapa,5,1029,4.09,97.65
